ID,DateTime,Ticker,Open,High,Low,Close,RealVolume,Spread,TickVolume
2023.04.17 10:04:00-ABEV3,2023.04.17 10:04:00,ABEV3,14.73,14.74,14.71,14.73,10800,1,13
2023.04.17 10:04:00-ALPA4,2023.04.17 10:04:00,ALPA4,7.52,7.52,7.41,7.43,61300,1,50
2023.04.14 16:54:00-ALSO3,2023.04.14 16:54:00,ALSO3,18.63,18.63,18.59,18.62,435100,1,130
2023.04.17 10:03:00-ARZZ3,2023.04.17 10:03:00,ARZZ3,68.07,68.22,68.07,68.22,500,7,4
2023.04.17 10:04:00-ASAI3,2023.04.17 10:04:00,ASAI3,13.35,13.37,13.33,13.36,35400,2,25
2023.04.17 10:04:00-AZUL4,2023.04.17 10:04:00,AZUL4,11.74,11.74,11.63,11.65,79000,1,29
2023.04.17 10:04:00-B3SA3,2023.04.17 10:04:00,B3SA3,12.05,12.08,11.9,11.97,272200,1,150
2023.04.17 10:04:00-BBAS3,2023.04.17 10:04:00,BBAS3,43.26,43.33,43.15,43.18,49200,2,49
2023.04.17 10:04:00-BBDC3,2023.04.17 10:04:00,BBDC3,12.41,12.41,12.38,12.39,8300,1,21
2023.04.17 10:04:00-BBDC4,2023.04.17 10:04:00,BBDC4,13.77,13.78,13.72,13.72,60200,1,57
2023.04.17 10:04:00-BBSE3,2023.04.17 10:04:00,BBSE3,34.77,34.78,34.68,34.7,29800,1,27
2023.04.14 16:54:00-BEEF3,2023.04.14 16:54:00,BEEF3,9.43,9.46,9.42,9.46,987700,1,206
2023.04.14 16:54:00-BPAC11,2023.04.14 16:54:00,BPAC11,22.97,22.98,22.95,22.95,1477700,1,312
2023.04.17 10:04:00-BPAN4,2023.04.17 10:04:00,BPAN4,5.44,5.44,5.42,5.42,1000,1,3
2023.04.17 10:04:00-BRAP4,2023.04.17 10:04:00,BRAP4,26.46,26.58,26.4,26.57,101600,2,55
2023.04.17 10:04:00-BRFS3,2023.04.17 10:04:00,BRFS3,6.18,6.18,6.12,6.14,62900,1,25
2023.04.17 10:04:00-BRKM5,2023.04.17 10:04:00,BRKM5,20.74,20.77,20.71,20.71,17400,1,26
2023.04.17 10:04:00-CASH3,2023.04.17 10:04:00,CASH3,0.94,0.94,0.94,0.94,900,1,2
2023.04.17 10:04:00-CCRO3,2023.04.17 10:04:00,CCRO3,13.01,13.01,13.0,13.0,1900,1,17
2023.04.17 10:04:00-CIEL3,2023.04.17 10:04:00,CIEL3,5.07,5.09,5.04,5.08,231700,1,51
2023.04.17 10:04:00-CMIG4,2023.04.17 10:04:00,CMIG4,12.36,12.39,12.34,12.37,22400,1,27
2023.04.17 10:04:00-CMIN3,2023.04.17 10:04:00,CMIN3,4.72,4.72,4.71,4.71,1700,1,4
2023.04.17 10:04:00-COGN3,2023.04.17 10:04:00,COGN3,2.03,2.04,2.02,2.04,70700,1,5
2023.04.17 10:04:00-CPFE3,2023.04.17 10:04:00,CPFE3,33.9,33.95,33.77,33.89,8400,3,32
