ID,DateTime,Ticker,Open,High,Low,Close,RealVolume,Spread,TickVolume
2023.04.17 10:03:00-ABEV3,2023.04.17 10:03:00,ABEV3,14.76,14.76,14.73,14.73,6500,1,13
2023.04.17 10:03:00-ALPA4,2023.04.17 10:03:00,ALPA4,7.53,7.55,7.5,7.51,29500,0,18
2023.04.14 16:54:00-ALSO3,2023.04.14 16:54:00,ALSO3,18.63,18.63,18.59,18.62,435100,1,130
2023.04.17 10:03:00-ARZZ3,2023.04.17 10:03:00,ARZZ3,68.07,68.22,68.07,68.22,500,10,4
2023.04.17 10:03:00-ASAI3,2023.04.17 10:03:00,ASAI3,13.36,13.4,13.36,13.38,16600,1,19
2023.04.17 10:03:00-AZUL4,2023.04.17 10:03:00,AZUL4,11.71,11.73,11.71,11.73,55600,0,6
2023.04.17 10:03:00-B3SA3,2023.04.17 10:03:00,B3SA3,12.0,12.08,12.0,12.03,121600,0,33
2023.04.17 10:03:00-BBAS3,2023.04.17 10:03:00,BBAS3,43.37,43.37,43.25,43.29,31500,0,19
2023.04.17 10:03:00-BBDC3,2023.04.17 10:03:00,BBDC3,12.43,12.43,12.42,12.42,14000,1,14
2023.04.17 10:03:00-BBDC4,2023.04.17 10:03:00,BBDC4,13.72,13.79,13.72,13.77,416800,0,26
2023.04.17 10:03:00-BBSE3,2023.04.17 10:03:00,BBSE3,34.71,34.8,34.7,34.77,14400,1,28
2023.04.14 16:54:00-BEEF3,2023.04.14 16:54:00,BEEF3,9.43,9.46,9.42,9.46,987700,1,206
2023.04.14 16:54:00-BPAC11,2023.04.14 16:54:00,BPAC11,22.97,22.98,22.95,22.95,1477700,1,312
2023.04.17 10:03:00-BPAN4,2023.04.17 10:03:00,BPAN4,5.45,5.45,5.44,5.44,400,2,4
2023.04.17 10:03:00-BRAP4,2023.04.17 10:03:00,BRAP4,26.5,26.5,26.45,26.45,49600,0,8
2023.04.17 10:03:00-BRFS3,2023.04.17 10:03:00,BRFS3,6.15,6.19,6.15,6.16,61900,0,9
2023.04.17 10:03:00-BRKM5,2023.04.17 10:03:00,BRKM5,20.88,20.88,20.74,20.77,23100,0,17
2023.04.17 10:03:00-CASH3,2023.04.17 10:03:00,CASH3,0.94,0.95,0.94,0.94,202200,0,12
