ID,DateTime,Ticker,Open,High,Low,Close,RealVolume,Spread,TickVolume
2023.04.17 10:07:00-ABEV3,2023.04.17 10:07:00,ABEV3,14.71,14.73,14.71,14.71,1300,2,7
2023.04.17 10:07:00-ALPA4,2023.04.17 10:07:00,ALPA4,7.43,7.44,7.41,7.41,15500,1,19
2023.04.14 16:54:00-ALSO3,2023.04.14 16:54:00,ALSO3,18.63,18.63,18.59,18.62,435100,1,130
2023.04.17 10:07:00-ARZZ3,2023.04.17 10:07:00,ARZZ3,68.32,68.32,68.31,68.31,500,9,2
2023.04.17 10:07:00-ASAI3,2023.04.17 10:07:00,ASAI3,13.38,13.38,13.37,13.38,4600,1,4
2023.04.17 10:07:00-AZUL4,2023.04.17 10:07:00,AZUL4,11.6,11.61,11.59,11.61,5300,1,7
2023.04.17 10:07:00-B3SA3,2023.04.17 10:07:00,B3SA3,12.01,12.04,12.0,12.02,76700,1,17
2023.04.17 10:07:00-BBAS3,2023.04.17 10:07:00,BBAS3,43.21,43.23,43.18,43.18,41400,1,25
2023.04.17 10:07:00-BBDC3,2023.04.17 10:07:00,BBDC3,12.4,12.4,12.39,12.39,4800,2,4
2023.04.17 10:07:00-BBDC4,2023.04.17 10:07:00,BBDC4,13.74,13.74,13.73,13.73,10700,1,14
2023.04.17 10:07:00-BBSE3,2023.04.17 10:07:00,BBSE3,34.76,34.85,34.76,34.83,16800,2,20
2023.04.14 16:54:00-BEEF3,2023.04.14 16:54:00,BEEF3,9.43,9.46,9.42,9.46,987700,1,206
2023.04.17 10:07:00-BPAC11,2023.04.17 10:07:00,BPAC11,23.0,23.15,23.0,23.15,26300,0,26
2023.04.17 10:07:00-BPAN4,2023.04.17 10:07:00,BPAN4,5.47,5.47,5.47,5.47,100,2,1
2023.04.17 10:07:00-BRAP4,2023.04.17 10:07:00,BRAP4,26.65,26.68,26.65,26.67,4300,1,13
2023.04.17 10:07:00-BRFS3,2023.04.17 10:07:00,BRFS3,6.12,6.13,6.12,6.12,34400,1,5
2023.04.17 10:07:00-BRKM5,2023.04.17 10:07:00,BRKM5,20.63,20.63,20.57,20.6,16800,1,18
2023.04.17 10:07:00-CASH3,2023.04.17 10:07:00,CASH3,0.95,0.95,0.95,0.95,215000,1,3
2023.04.17 10:07:00-CCRO3,2023.04.17 10:07:00,CCRO3,13.01,13.03,13.01,13.03,4500,1,3
2023.04.17 10:07:00-CIEL3,2023.04.17 10:07:00,CIEL3,5.13,5.14,5.12,5.12,44800,1,9
2023.04.17 10:07:00-CMIG4,2023.04.17 10:07:00,CMIG4,12.36,12.38,12.36,12.38,7200,1,5
2023.04.17 10:07:00-CMIN3,2023.04.17 10:07:00,CMIN3,4.77,4.77,4.77,4.77,5600,1,3
2023.04.17 10:07:00-COGN3,2023.04.17 10:07:00,COGN3,2.04,2.04,2.03,2.04,93800,1,8
2023.04.17 10:07:00-CPFE3,2023.04.17 10:07:00,CPFE3,33.91,33.97,33.91,33.97,1200,2,6
2023.04.17 10:07:00-CPLE6,2023.04.17 10:07:00,CPLE6,7.89,7.89,7.88,7.89,700,1,7
2023.04.17 10:07:00-CRFB3,2023.04.17 10:07:00,CRFB3,10.95,10.96,10.95,10.96,1100,1,4
2023.04.17 10:07:00-CSAN3,2023.04.17 10:07:00,CSAN3,15.92,15.92,15.92,15.92,100,1,1
2023.04.17 10:07:00-CSNA3,2023.04.17 10:07:00,CSNA3,14.64,14.64,14.62,14.63,9000,1,15
2023.04.17 10:07:00-CVCB3,2023.04.17 10:07:00,CVCB3,3.27,3.27,3.26,3.26,32600,1,6
2023.04.17 10:06:00-CYRE3,2023.04.17 10:06:00,CYRE3,15.7,15.73,15.69,15.69,5600,1,11
2023.04.14 16:54:00-DXCO3,2023.04.14 16:54:00,DXCO3,6.12,6.13,6.11,6.13,303400,1,121
2023.04.14 16:54:00-ECOR3,2023.04.14 16:54:00,ECOR3,6.09,6.11,6.09,6.11,222100,1,124
2023.04.17 10:07:00-EGIE3,2023.04.17 10:07:00,EGIE3,41.0,41.0,40.97,40.97,1700,3,4
2023.04.14 16:54:00-ELET3,2023.04.14 16:54:00,ELET3,34.83,34.95,34.77,34.95,818200,1,324
2023.04.17 10:07:00-ELET6,2023.04.17 10:07:00,ELET6,38.08,38.18,38.08,38.17,5400,1,11
2023.04.17 10:07:00-EMBR3,2023.04.17 10:07:00,EMBR3,20.52,20.52,20.5,20.52,7300,1,11
2023.04.17 10:07:00-ENBR3,2023.04.17 10:07:00,ENBR3,22.23,22.23,22.23,22.23,3200,1,2
2023.04.14 16:54:00-ENEV3,2023.04.14 16:54:00,ENEV3,11.46,11.47,11.41,11.43,3354900,1,198
2023.04.14 16:54:00-ENGI11,2023.04.14 16:54:00,ENGI11,43.9,44.28,43.85,44.28,454100,1,156
2023.04.17 10:07:00-EQTL3,2023.04.17 10:07:00,EQTL3,28.96,28.96,28.93,28.93,1000,2,4
2023.04.17 10:07:00-EZTC3,2023.04.17 10:07:00,EZTC3,15.25,15.28,15.2,15.21,54400,1,28
2023.04.17 10:07:00-FLRY3,2023.04.17 10:07:00,FLRY3,14.63,14.66,14.62,14.65,6100,1,17
2023.04.17 10:07:00-GGBR4,2023.04.17 10:07:00,GGBR4,26.23,26.26,26.23,26.23,3900,2,4
2023.04.17 10:07:00-GOAU4,2023.04.17 10:07:00,GOAU4,12.21,12.21,12.21,12.21,100,1,1
2023.04.14 16:54:00-GOLL4,2023.04.14 16:54:00,GOLL4,7.0,7.02,6.99,7.02,306900,1,101
2023.04.17 10:07:00-HAPV3,2023.04.17 10:07:00,HAPV3,2.62,2.65,2.62,2.65,239300,1,49
2023.04.17 10:07:00-HYPE3,2023.04.17 10:07:00,HYPE3,36.92,37.13,36.91,37.1,14800,1,31
2023.04.17 10:07:00-IGTI11,2023.04.17 10:07:00,IGTI11,20.46,20.53,20.42,20.42,9400,1,24
2023.04.17 10:07:00-ITSA4,2023.04.17 10:07:00,ITSA4,8.67,8.68,8.67,8.67,2400,1,10
2023.04.17 10:07:00-ITUB4,2023.04.17 10:07:00,ITUB4,26.09,26.09,26.08,26.08,600,1,3
2023.04.14 16:54:00-JBSS3,2023.04.14 16:54:00,JBSS3,16.59,16.59,16.55,16.59,1228900,1,324
2023.04.14 16:54:00-KLBN11,2023.04.14 16:54:00,KLBN11,18.5,18.51,18.48,18.5,455500,1,207
2023.04.14 16:54:00-LREN3,2023.04.14 16:54:00,LREN3,16.24,16.3,16.22,16.3,1254300,1,278
2023.04.17 10:07:00-LWSA3,2023.04.17 10:07:00,LWSA3,5.48,5.5,5.47,5.5,5600,1,10
2023.04.17 10:07:00-MGLU3,2023.04.17 10:07:00,MGLU3,3.74,3.75,3.74,3.75,51600,1,16
2023.04.17 10:07:00-MRFG3,2023.04.17 10:07:00,MRFG3,6.13,6.15,6.13,6.14,77100,1,13
2023.04.17 10:07:00-MRVE3,2023.04.17 10:07:00,MRVE3,7.42,7.42,7.4,7.4,2400,1,5
2023.04.17 10:07:00-MULT3,2023.04.17 10:07:00,MULT3,26.02,26.04,26.02,26.04,800,2,4
2023.04.17 10:07:00-NTCO3,2023.04.17 10:07:00,NTCO3,11.45,11.47,11.45,11.46,31500,1,17
2023.04.14 16:54:00-PCAR3,2023.04.14 16:54:00,PCAR3,14.78,14.81,14.76,14.81,136300,1,96
2023.04.17 10:07:00-PETR3,2023.04.17 10:07:00,PETR3,29.73,29.74,29.71,29.74,19300,1,10
2023.04.17 10:07:00-PETR4,2023.04.17 10:07:00,PETR4,26.27,26.28,26.25,26.28,68900,1,75
2023.04.17 10:07:00-PETZ3,2023.04.17 10:07:00,PETZ3,5.92,5.92,5.92,5.92,3200,1,3
2023.04.17 10:07:00-PRIO3,2023.04.17 10:07:00,PRIO3,36.64,36.65,36.63,36.63,5700,1,12
2023.04.17 10:07:00-QUAL3,2023.04.17 10:07:00,QUAL3,4.02,4.02,4.02,4.02,4500,1,4
2023.04.17 10:07:00-RADL3,2023.04.17 10:07:00,RADL3,25.98,25.98,25.97,25.98,900,2,5
2023.04.17 10:07:00-RAIL3,2023.04.17 10:07:00,RAIL3,19.36,19.38,19.36,19.38,4700,1,9
2023.04.17 10:07:00-RAIZ4,2023.04.17 10:07:00,RAIZ4,3.04,3.04,3.04,3.04,7100,1,2
2023.04.17 10:07:00-RDOR3,2023.04.17 10:07:00,RDOR3,22.28,22.35,22.26,22.34,28400,1,21
2023.04.17 10:07:00-RENT3,2023.04.17 10:07:00,RENT3,57.55,57.65,57.55,57.65,2100,3,7
