ID,DateTime,Ticker,Open,High,Low,Close,RealVolume,Spread,TickVolume
2023.04.17 10:02:00-ABEV3,2023.04.17 10:02:00,ABEV3,14.74,14.77,14.74,14.76,35900,0,16
2023.04.14 16:54:00-ALPA4,2023.04.14 16:54:00,ALPA4,7.57,7.6,7.57,7.59,607200,1,209
2023.04.14 16:54:00-ALSO3,2023.04.14 16:54:00,ALSO3,18.63,18.63,18.59,18.62,435100,1,130
2023.04.17 10:02:00-ARZZ3,2023.04.17 10:02:00,ARZZ3,67.86,68.0,67.86,68.0,1100,0,4
2023.04.17 10:02:00-ASAI3,2023.04.17 10:02:00,ASAI3,13.29,13.36,13.29,13.36,11400,1,15
2023.04.14 16:54:00-AZUL4,2023.04.14 16:54:00,AZUL4,11.56,11.57,11.55,11.57,372700,1,127
2023.04.14 16:54:00-B3SA3,2023.04.14 16:54:00,B3SA3,11.95,11.97,11.94,11.97,5510900,1,413
2023.04.14 16:54:00-BBAS3,2023.04.14 16:54:00,BBAS3,43.44,43.49,43.4,43.43,1179300,1,510
2023.04.17 10:02:00-BBDC3,2023.04.17 10:02:00,BBDC3,12.42,12.45,12.42,12.43,6500,0,8
2023.04.14 16:54:00-BBDC4,2023.04.14 16:54:00,BBDC4,13.75,13.79,13.73,13.79,3015800,1,442
2023.04.17 10:02:00-BBSE3,2023.04.17 10:02:00,BBSE3,34.71,34.75,34.7,34.71,3200,2,9
2023.04.14 16:54:00-BEEF3,2023.04.14 16:54:00,BEEF3,9.43,9.46,9.42,9.46,987700,1,206
2023.04.14 16:54:00-BPAC11,2023.04.14 16:54:00,BPAC11,22.97,22.98,22.95,22.95,1477700,1,312
2023.04.17 10:01:00-BPAN4,2023.04.17 10:01:00,BPAN4,5.43,5.44,5.43,5.43,500,1,4
2023.04.14 16:54:00-BRAP4,2023.04.14 16:54:00,BRAP4,26.6,26.62,26.6,26.62,290000,1,133
2023.04.14 16:54:00-BRFS3,2023.04.14 16:54:00,BRFS3,6.17,6.17,6.15,6.17,801800,1,205
2023.04.14 16:54:00-BRKM5,2023.04.14 16:54:00,BRKM5,20.78,20.8,20.78,20.8,159100,1,144
2023.04.17 10:03:00-CASH3,2023.04.17 10:03:00,CASH3,0.94,0.94,0.94,0.94,71200,0,1
2023.04.14 16:54:00-CCRO3,2023.04.14 16:54:00,CCRO3,13.06,13.07,13.01,13.05,925300,1,206
2023.04.14 16:54:00-CIEL3,2023.04.14 16:54:00,CIEL3,5.1,5.1,5.08,5.08,1703200,1,224
2023.04.14 16:54:00-CMIG4,2023.04.14 16:54:00,CMIG4,12.28,12.31,12.26,12.31,1083800,1,255
2023.04.17 10:02:00-CMIN3,2023.04.17 10:02:00,CMIN3,4.73,4.73,4.7,4.72,43800,1,12
2023.04.14 16:54:00-COGN3,2023.04.14 16:54:00,COGN3,2.03,2.04,2.02,2.02,2588700,1,197
2023.04.14 16:54:00-CPFE3,2023.04.14 16:54:00,CPFE3,33.77,33.83,33.68,33.83,165300,1,139
2023.04.14 16:54:00-CPLE6,2023.04.14 16:54:00,CPLE6,7.88,7.89,7.86,7.87,1018500,1,190
2023.04.14 16:54:00-CRFB3,2023.04.14 16:54:00,CRFB3,11.0,11.0,10.99,11.0,627900,1,168
2023.04.17 10:02:00-CSAN3,2023.04.17 10:02:00,CSAN3,15.85,15.86,15.84,15.86,8900,1,9
2023.04.14 16:54:00-CSNA3,2023.04.14 16:54:00,CSNA3,14.48,14.49,14.46,14.49,1078700,1,385
2023.04.14 16:54:00-CVCB3,2023.04.14 16:54:00,CVCB3,3.2800000000000002,3.29,3.27,3.29,394100,1,97
2023.04.14 16:54:00-CYRE3,2023.04.14 16:54:00,CYRE3,15.44,15.51,15.42,15.51,360200,1,165
2023.04.14 16:54:00-DXCO3,2023.04.14 16:54:00,DXCO3,6.12,6.13,6.11,6.13,303400,1,121
2023.04.14 16:54:00-ECOR3,2023.04.14 16:54:00,ECOR3,6.09,6.11,6.09,6.11,222100,1,124
2023.04.17 10:02:00-EGIE3,2023.04.17 10:02:00,EGIE3,41.05,41.07,41.04,41.04,2300,2,20
2023.04.14 16:54:00-ELET3,2023.04.14 16:54:00,ELET3,34.83,34.95,34.77,34.95,818200,1,324
2023.04.14 16:54:00-ELET6,2023.04.14 16:54:00,ELET6,38.7,38.73,38.66,38.73,173500,1,175
2023.04.17 10:02:00-EMBR3,2023.04.17 10:02:00,EMBR3,20.54,20.54,20.51,20.51,2100,1,3
2023.04.17 10:02:00-ENBR3,2023.04.17 10:02:00,ENBR3,22.19,22.25,22.18,22.24,9800,1,43
2023.04.14 16:54:00-ENEV3,2023.04.14 16:54:00,ENEV3,11.46,11.47,11.41,11.43,3354900,1,198
2023.04.14 16:54:00-ENGI11,2023.04.14 16:54:00,ENGI11,43.9,44.28,43.85,44.28,454100,1,156
2023.04.14 16:54:00-EQTL3,2023.04.14 16:54:00,EQTL3,28.73,28.77,28.69,28.77,2260800,1,250
2023.04.14 16:54:00-EZTC3,2023.04.14 16:54:00,EZTC3,14.96,14.98,14.95,14.98,208800,1,119
2023.04.14 16:54:00-FLRY3,2023.04.14 16:54:00,FLRY3,14.57,14.57,14.54,14.57,336400,1,104
2023.04.14 16:54:00-GGBR4,2023.04.14 16:54:00,GGBR4,26.23,26.23,26.15,26.15,1247200,1,298
2023.04.17 10:02:00-GOAU4,2023.04.17 10:02:00,GOAU4,12.19,12.19,12.17,12.18,10100,0,9
2023.04.14 16:54:00-GOLL4,2023.04.14 16:54:00,GOLL4,7.0,7.02,6.99,7.02,306900,1,101
2023.04.17 10:02:00-HAPV3,2023.04.17 10:02:00,HAPV3,2.59,2.61,2.58,2.61,140900,0,29
2023.04.17 10:02:00-HYPE3,2023.04.17 10:02:00,HYPE3,37.2,37.2,37.11,37.15,3600,1,17
2023.04.17 10:02:00-IGTI11,2023.04.17 10:02:00,IGTI11,20.46,20.46,20.46,20.46,400,2,2
2023.04.14 16:54:00-ITSA4,2023.04.14 16:54:00,ITSA4,8.68,8.68,8.66,8.67,3248700,1,230
2023.04.17 10:02:00-ITUB4,2023.04.17 10:02:00,ITUB4,26.05,26.14,26.05,26.09,217500,0,58
2023.04.14 16:54:00-JBSS3,2023.04.14 16:54:00,JBSS3,16.59,16.59,16.55,16.59,1228900,1,324
2023.04.14 16:54:00-KLBN11,2023.04.14 16:54:00,KLBN11,18.5,18.51,18.48,18.5,455500,1,207
2023.04.14 16:54:00-LREN3,2023.04.14 16:54:00,LREN3,16.24,16.3,16.22,16.3,1254300,1,278
2023.04.17 10:02:00-LWSA3,2023.04.17 10:02:00,LWSA3,5.41,5.47,5.41,5.43,34500,1,27
2023.04.17 10:02:00-MGLU3,2023.04.17 10:02:00,MGLU3,3.77,3.77,3.7199999999999998,3.73,470800,0,46
2023.04.14 16:54:00-MRFG3,2023.04.14 16:54:00,MRFG3,6.09,6.14,6.03,6.14,5967200,1,655
2023.04.14 16:54:00-MRVE3,2023.04.14 16:54:00,MRVE3,7.4,7.45,7.4,7.45,1488800,1,155
2023.04.17 10:02:00-MULT3,2023.04.17 10:02:00,MULT3,25.96,25.96,25.92,25.92,3500,0,9
2023.04.17 10:02:00-NTCO3,2023.04.17 10:02:00,NTCO3,11.53,11.58,11.48,11.48,104100,0,50
2023.04.14 16:54:00-PCAR3,2023.04.14 16:54:00,PCAR3,14.78,14.81,14.76,14.81,136300,1,96
2023.04.14 16:54:00-PETR3,2023.04.14 16:54:00,PETR3,29.8,29.82,29.78,29.82,1157200,1,283
2023.04.14 16:54:00-PETR4,2023.04.14 16:54:00,PETR4,26.35,26.38,26.3,26.3,3401600,1,584
2023.04.14 16:54:00-PETZ3,2023.04.14 16:54:00,PETZ3,5.84,5.84,5.83,5.84,367300,1,127
2023.04.14 16:54:00-PRIO3,2023.04.14 16:54:00,PRIO3,36.66,36.69,36.6,36.68,740200,1,325
2023.04.17 10:02:00-QUAL3,2023.04.17 10:02:00,QUAL3,4.01,4.01,4.0,4.0,26000,1,10
2023.04.14 16:54:00-RADL3,2023.04.14 16:54:00,RADL3,26.0,26.0,25.96,26.0,628900,1,210
2023.04.17 10:02:00-RAIL3,2023.04.17 10:02:00,RAIL3,19.35,19.36,19.34,19.36,7000,1,14
2023.04.14 16:54:00-RAIZ4,2023.04.14 16:54:00,RAIZ4,3.04,3.04,3.02,3.04,1029800,1,146
2023.04.14 16:54:00-RDOR3,2023.04.14 16:54:00,RDOR3,22.25,22.25,22.14,22.18,841500,1,272
2023.04.17 10:02:00-RENT3,2023.04.17 10:02:00,RENT3,57.71,57.73,57.71,57.72,500,6,4
2023.04.14 16:54:00-RRRP3,2023.04.14 16:54:00,RRRP3,32.74,32.87,32.69,32.87,543300,1,364
2023.04.17 10:02:00-SANB11,2023.04.17 10:02:00,SANB11,27.73,27.74,27.73,27.74,1200,2,3
